id_dataset_historique_seance_exercice,age,sexe,poids_kg,taille_cm,bpm_max,bpm_moyen,bpm_repos,duree_seance_minutes,calories_brulees,type_sport,pourcentage_gras,consommation_eau_ml,frequence_sport_jour_semaine,niveau_experience
10931,50,M,41.1,151,169,152,63,120.0,1069.0,Strength,24.9,1500.0,4,2
10932,28,M,73.2,176,171,159,61,72.6,973.0,HIIT,26.4,2000.0,4,1
10933,41,F,117.7,167,189,123,58,120.0,1243.0,Yoga,26.2,3200.0,2,1
10934,31,M,63.8,174,199,140,55,90.0,741.0,HIIT,28.1,1600.0,3,2
10935,31,M,62.1,171,172,169,55,91.2,854.0,HIIT,27.4,3700.0,3,3
10936,18,M,52.0,166,199,137,74,120.0,1314.0,Cardio,26.7,3300.0,3,1
10937,25,F,73.3,150,185,169,67,82.8,433.0,Strength,30.6,1500.0,4,1
10938,18,M,50.0,183,163,140,64,84.6,969.0,Yoga,19.0,1900.0,3,2
10939,34,M,90.0,174,194,167,57,81.6,764.0,Cardio,25.0,2600.0,4,2
10940,39,M,109.6,184,199,152,74,76.2,790.0,HIIT,26.7,3500.0,2,2
10941,18,M,43.5,177,161,136,57,120.0,452.0,Cardio,24.4,3300.0,5,1
10942,20,M,115.4,173,187,154,63,67.2,878.0,Yoga,30.7,3500.0,3,1
10943,22,M,47.4,191,161,164,73,120.0,1206.0,Cardio,26.6,3500.0,5,3
10944,18,M,54.6,166,189,142,64,71.4,523.0,HIIT,34.7,2600.0,2,1
10945,26,F,71.2,200,169,159,52,85.2,749.0,Strength,29.8,3500.0,4,2
10946,53,F,46.4,170,169,120,72,89.4,1415.0,Yoga,21.9,3400.0,4,2
10947,18,F,69.9,178,160,143,74,120.0,930.0,HIIT,19.6,2000.0,3,3
10948,20,M,64.9,169,187,128,54,40.8,1303.0,Cardio,10.0,3300.0,4,3
10949,43,F,47.6,165,198,140,61,120.0,692.0,Cardio,22.0,3500.0,3,2
10950,23,M,48.9,170,168,156,65,84.0,1776.0,Yoga,32.5,2100.0,0,2
10951,51,F,72.2,191,184,140,70,83.4,960.0,HIIT,21.0,1500.0,3,2
10952,54,F,79.8,194,163,120,63,91.8,827.0,Yoga,25.3,3300.0,4,2
10953,23,F,52.4,186,166,130,59,91.8,880.0,Yoga,21.6,1500.0,4,2
10954,34,F,88.8,156,198,160,53,70.8,1086.0,Cardio,32.6,3400.0,4,2
10955,29,F,101.5,190,175,165,74,87.6,1128.0,Yoga,26.3,2700.0,2,1
10956,18,M,40.0,172,195,137,52,120.0,1783.0,Cardio,18.6,1500.0,4,1
10957,24,M,40.0,200,173,126,50,66.0,1783.0,Cardio,31.9,1600.0,3,1
10958,41,F,66.2,183,196,126,74,96.0,993.0,Yoga,20.2,2500.0,5,1
10959,37,F,77.5,150,175,142,70,94.8,1141.0,Yoga,21.2,1800.0,3,0
10960,30,F,119.6,172,191,150,74,106.2,1006.0,Yoga,13.1,2200.0,4,3
10961,38,M,40.0,150,172,169,59,91.2,1107.0,HIIT,24.9,2800.0,3,1
10962,18,M,82.3,174,198,155,55,82.8,1368.0,Strength,26.0,3300.0,2,3
10963,34,M,53.0,192,199,134,68,67.2,790.0,Strength,19.8,3500.0,4,3
10964,56,F,45.7,196,192,153,71,120.0,868.0,Yoga,11.4,2000.0,4,2
10965,18,F,79.6,175,168,125,54,75.6,682.0,HIIT,25.1,2400.0,3,2
10966,42,F,105.3,167,175,143,74,66.0,1115.0,Strength,25.4,3300.0,3,1
10967,31,M,84.5,156,194,124,70,78.6,734.0,Strength,23.6,3300.0,2,2
10968,50,M,98.6,154,187,126,57,43.2,940.0,Strength,23.5,1600.0,3,1
10969,27,M,55.4,172,186,153,74,120.0,1281.0,Strength,10.9,2400.0,4,2
10970,41,F,40.0,177,168,154,74,68.4,628.0,HIIT,19.9,3400.0,5,1
10971,26,F,63.9,175,199,121,72,120.0,638.0,HIIT,23.6,3400.0,4,2
10972,31,F,40.0,200,192,134,55,86.4,1116.0,Strength,12.0,2600.0,2,2
10973,27,M,91.9,150,185,154,60,64.8,825.0,HIIT,28.8,3200.0,5,2
10974,20,F,42.4,169,198,129,58,46.2,1030.0,HIIT,28.1,1500.0,0,1
10975,21,M,76.8,152,191,140,66,64.8,702.0,Cardio,21.0,3600.0,3,2
10976,47,F,70.7,166,195,169,60,75.0,1033.0,Yoga,16.7,3500.0,4,2
10977,33,M,40.0,188,196,162,58,95.4,1131.0,Yoga,30.4,2600.0,3,1
10978,59,M,40.0,156,163,167,74,95.4,722.0,Cardio,23.7,3200.0,4,3
10979,43,M,46.8,167,178,141,64,61.8,1403.0,Cardio,26.1,3200.0,3,1
10980,27,M,100.7,175,163,166,61,76.8,1159.0,Cardio,28.1,3700.0,3,1
10981,44,F,73.4,159,199,152,72,56.4,721.0,Cardio,23.0,2200.0,4,1
10982,22,M,63.4,183,196,169,71,99.6,466.0,Cardio,28.0,3400.0,2,3
10983,19,F,129.9,171,161,169,56,120.0,443.0,Yoga,29.6,2400.0,4,2
10984,24,F,48.3,173,193,136,62,118.8,1404.0,Strength,22.0,3500.0,3,1
10985,45,F,80.5,189,183,134,74,61.2,1311.0,HIIT,24.6,1900.0,4,1
10986,35,F,42.9,151,163,131,74,120.0,526.0,Cardio,15.3,3300.0,5,0
10987,18,M,74.6,188,177,166,53,120.0,1010.0,Cardio,18.0,2200.0,5,1
10988,21,M,66.7,193,175,166,63,75.6,949.0,Yoga,27.8,3400.0,2,2
10989,31,F,55.0,160,172,164,53,111.0,1361.0,Strength,20.6,3400.0,4,1
10990,46,M,65.7,175,192,135,59,78.6,881.0,Strength,10.0,2700.0,2,1
10991,53,F,84.7,161,193,158,72,120.0,478.0,Yoga,25.6,2400.0,3,1
10992,18,F,63.4,185,191,148,69,53.4,1106.0,Strength,21.4,2300.0,5,3
10993,48,F,61.8,171,172,140,62,82.2,1266.0,Cardio,28.6,3600.0,4,1
10994,25,M,44.2,190,174,159,50,66.0,1293.0,Yoga,25.7,2500.0,4,2
10995,18,F,43.1,175,183,138,53,117.0,437.0,Cardio,19.1,3600.0,2,2
10996,18,M,92.1,159,171,150,54,70.2,968.0,Yoga,21.8,2400.0,5,2
10997,31,M,58.7,166,183,149,74,69.0,1368.0,Cardio,23.1,2300.0,4,1
10998,59,F,44.5,184,183,154,71,76.8,787.0,Cardio,26.5,1700.0,2,2
10999,44,F,84.8,200,196,155,70,99.6,1439.0,HIIT,12.1,1700.0,2,1
11000,57,F,80.0,179,167,127,54,60.6,312.0,Yoga,24.3,2600.0,4,2
11001,20,M,87.1,191,186,150,51,83.4,1431.0,Yoga,27.0,2800.0,3,3
11002,27,M,56.4,176,198,129,71,107.4,488.0,HIIT,22.9,3300.0,4,1
11003,32,M,58.4,200,179,139,60,72.6,1379.0,Strength,23.3,3200.0,4,2
11004,42,F,68.5,175,187,167,54,78.0,708.0,Cardio,15.4,1600.0,4,1
11005,55,F,67.1,158,199,122,71,111.6,960.0,Strength,21.7,1500.0,4,2
11006,31,F,55.7,180,168,167,64,91.8,600.0,HIIT,34.4,2800.0,4,3
11007,39,F,63.2,174,181,157,54,97.2,900.0,Strength,13.9,2100.0,5,1
11008,40,F,64.6,155,198,133,74,83.4,303.0,Strength,21.4,1500.0,2,2
11009,26,F,56.7,173,168,144,71,40.8,1129.0,Strength,25.5,3400.0,3,1
11010,48,M,56.0,170,164,132,50,120.0,1148.0,HIIT,26.6,3100.0,2,2
11011,54,F,74.9,169,195,153,62,66.0,1389.0,Yoga,14.4,3100.0,3,1
11012,18,F,43.0,195,163,164,68,120.0,1349.0,Strength,18.5,3200.0,2,2
11013,59,M,70.2,177,172,124,68,88.2,1069.0,Cardio,21.4,3500.0,4,1
11014,23,M,96.5,180,187,155,68,55.2,1465.0,Yoga,29.3,3200.0,3,1
11015,30,M,56.6,200,184,125,52,77.4,918.0,Cardio,28.9,3300.0,2,1
11016,38,F,40.0,188,164,154,70,97.8,1109.0,Yoga,20.7,1700.0,2,2
11017,48,F,81.9,180,180,165,67,75.0,1410.0,Cardio,24.0,3500.0,4,2
11018,47,M,121.4,161,164,155,74,56.4,934.0,Strength,24.7,2500.0,2,1
11019,21,F,70.5,184,173,127,66,58.2,1013.0,Cardio,26.7,1600.0,5,3
11020,23,F,70.5,165,192,162,50,37.8,1186.0,Cardio,27.1,2600.0,2,2
11021,46,M,54.8,169,194,148,74,31.2,846.0,Yoga,16.5,3500.0,3,3
11022,42,M,72.0,190,184,147,67,88.8,1047.0,Yoga,15.6,3400.0,3,1
11023,29,M,56.3,181,189,166,65,83.4,1066.0,Strength,14.3,2900.0,3,1
11024,47,F,51.4,188,176,125,58,52.8,1133.0,Yoga,24.0,3300.0,3,3
11025,43,M,42.6,162,189,169,74,60.0,1213.0,Strength,13.6,3500.0,2,0
11026,18,M,73.0,178,161,131,50,120.0,1319.0,Strength,26.1,1500.0,5,1
11027,50,M,87.9,168,192,151,71,120.0,494.0,Strength,15.5,3100.0,3,3
11028,35,M,53.0,167,183,128,72,77.4,682.0,Yoga,21.9,2200.0,3,2
11029,43,F,46.3,161,190,136,69,120.0,1185.0,Yoga,21.4,3500.0,4,1
11030,53,F,82.9,160,170,148,55,115.8,541.0,HIIT,17.8,2500.0,3,2
11031,18,F,71.9,154,177,120,73,70.2,817.0,Strength,16.8,2600.0,3,1
11032,27,M,41.0,182,171,138,53,88.2,1273.0,Cardio,29.1,2400.0,4,1
11033,18,M,67.7,169,192,123,57,86.4,1445.0,Cardio,26.8,3100.0,3,2
11034,22,F,99.5,179,186,122,56,87.0,1783.0,Cardio,27.6,3500.0,2,2
11035,31,F,47.4,173,178,150,57,98.4,962.0,Cardio,28.8,2000.0,4,3
11036,18,M,71.1,184,189,127,74,51.0,1303.0,Strength,15.2,2800.0,2,3
11037,22,M,89.8,179,179,163,59,120.0,1098.0,Strength,28.2,1700.0,3,1
11038,28,F,81.7,181,177,130,50,87.0,507.0,Cardio,23.2,1700.0,3,1
11039,40,M,40.4,168,171,130,54,120.0,527.0,Strength,27.3,3300.0,4,3
11040,56,M,40.0,163,181,133,50,53.4,1674.0,Yoga,23.4,1500.0,3,2
11041,41,M,40.2,176,198,135,56,115.8,964.0,Strength,18.8,3400.0,4,1
11042,47,M,49.9,174,190,120,65,118.2,406.0,HIIT,29.4,1500.0,5,2
11043,26,M,40.0,172,164,169,58,53.4,1198.0,HIIT,17.0,1600.0,5,2
11044,18,M,47.3,175,196,169,56,79.2,706.0,Cardio,29.0,1900.0,2,2
11045,19,F,76.6,184,188,138,71,103.2,699.0,HIIT,28.3,3500.0,4,1
11046,32,F,69.5,165,192,140,52,102.6,1163.0,Cardio,29.8,3500.0,4,1
11047,46,F,68.6,163,177,150,58,120.0,1074.0,Strength,25.8,3600.0,3,3
11048,46,M,73.0,200,184,123,64,54.0,1159.0,Cardio,10.0,3400.0,5,3
11049,52,F,40.8,171,181,169,73,86.4,303.0,Yoga,28.3,1600.0,3,1
11050,19,M,42.1,160,194,148,73,76.2,1305.0,Cardio,12.7,3300.0,2,2
11051,34,M,40.0,182,176,141,66,80.4,1709.0,Cardio,24.1,3000.0,4,1
11052,18,F,67.1,171,174,165,74,110.4,577.0,Strength,27.1,2700.0,4,3
11053,29,M,72.1,200,166,124,67,120.0,1582.0,Strength,32.7,3400.0,3,2
11054,49,F,62.0,187,195,125,74,62.4,842.0,HIIT,20.0,3500.0,3,1
11055,52,M,71.3,184,197,126,73,73.2,765.0,Cardio,29.2,1800.0,2,0
11056,21,M,51.9,157,170,167,73,75.0,1082.0,Strength,27.5,1600.0,3,2
11057,33,M,92.8,159,161,150,52,71.4,1640.0,Cardio,23.8,2600.0,3,3
11058,58,F,40.0,170,193,120,52,59.4,1178.0,Yoga,21.2,2500.0,5,1
11059,36,F,44.9,179,166,120,74,99.6,811.0,HIIT,16.2,3300.0,3,1
11060,33,M,78.6,170,161,168,65,120.0,855.0,Cardio,10.0,3200.0,2,1
11061,29,M,53.8,166,163,133,64,120.0,1187.0,Strength,34.5,1500.0,4,1
11062,26,F,91.7,158,167,120,52,99.0,1334.0,Cardio,29.2,2600.0,2,2
11063,44,M,63.3,188,189,150,74,61.2,1184.0,Strength,16.5,3500.0,4,1
11064,42,F,98.1,173,165,120,69,91.2,477.0,Yoga,21.7,1900.0,2,2
11065,32,M,87.2,150,193,152,58,76.8,1538.0,Cardio,23.2,2100.0,3,3
11066,31,M,64.8,171,174,164,57,98.4,857.0,HIIT,26.2,2700.0,4,0
11067,48,M,51.6,180,181,161,68,49.2,1487.0,Cardio,22.5,1900.0,4,2
11068,21,M,69.4,185,177,153,74,93.0,879.0,Strength,10.0,2400.0,3,2
11069,38,F,77.4,154,169,149,50,120.0,867.0,Strength,29.0,3600.0,5,2
11070,42,F,82.3,194,198,132,57,87.6,1050.0,Yoga,10.0,3200.0,3,2
11071,40,F,95.5,184,196,144,68,116.4,1568.0,Yoga,26.7,3700.0,3,1
11072,19,M,60.7,170,183,128,74,73.2,817.0,Strength,20.9,2800.0,4,1
11073,34,M,40.0,188,188,131,54,77.4,840.0,Cardio,11.9,1900.0,3,3
11074,37,F,63.1,184,185,158,56,78.0,1248.0,HIIT,31.9,3500.0,3,1
11075,51,F,55.7,150,188,143,58,71.4,1302.0,HIIT,27.7,2000.0,3,1
11076,52,M,53.1,155,184,167,50,117.0,1205.0,Strength,14.6,3500.0,5,1
11077,52,F,65.8,182,168,167,71,69.0,751.0,Strength,17.1,1500.0,3,1
11078,35,F,40.4,171,176,130,70,118.2,1110.0,HIIT,17.0,3600.0,4,3
11079,45,M,40.0,175,194,120,50,100.2,1296.0,Yoga,28.8,1900.0,3,3
11080,31,M,40.0,200,176,162,69,87.0,949.0,Cardio,26.9,3200.0,3,2
11081,27,M,40.0,168,166,128,59,96.0,1112.0,Yoga,10.0,2600.0,4,2
11082,18,M,73.0,189,172,153,56,71.4,596.0,Cardio,15.6,3400.0,5,1
11083,35,F,127.6,165,174,156,56,114.0,1084.0,HIIT,20.4,3400.0,5,1
11084,19,F,43.6,170,168,126,55,85.2,685.0,HIIT,23.9,1500.0,4,3
11085,24,M,54.0,171,191,169,71,73.8,730.0,Cardio,29.0,2700.0,2,2
11086,44,M,53.1,164,160,160,74,99.0,749.0,Cardio,27.0,3200.0,0,2
11087,21,F,87.8,188,195,133,74,117.0,621.0,HIIT,19.9,3400.0,3,3
11088,38,M,82.7,200,178,138,72,87.6,1219.0,Yoga,25.8,3600.0,4,1
11089,33,M,84.0,170,194,156,73,30.0,580.0,Cardio,20.5,2500.0,3,3
11090,18,F,58.4,187,167,168,74,85.2,1306.0,Cardio,26.9,3200.0,2,1
11091,48,M,63.8,179,185,135,71,101.4,1242.0,HIIT,29.7,1500.0,4,1
11092,45,M,94.6,169,178,147,56,117.0,1105.0,Yoga,29.9,1800.0,2,2
11093,21,F,40.0,158,165,134,69,63.0,624.0,Strength,29.2,1700.0,3,1
11094,59,F,71.1,173,184,125,66,64.2,691.0,Cardio,25.2,2600.0,2,3
11095,22,F,48.6,172,177,156,70,83.4,708.0,Yoga,25.4,3400.0,3,1
11096,42,M,57.3,173,194,153,65,118.2,1132.0,Strength,22.2,3200.0,4,1
11097,36,F,55.9,176,181,169,74,114.6,474.0,Strength,18.2,1500.0,5,1
11098,41,M,73.2,200,179,161,58,63.6,758.0,HIIT,17.6,1800.0,2,1
11099,24,F,91.8,182,171,140,52,120.0,1065.0,Strength,16.1,2700.0,4,2
11100,42,F,47.7,172,183,150,57,117.0,782.0,Yoga,31.4,3100.0,3,0
11101,55,F,51.9,164,171,150,68,63.0,1619.0,Strength,22.8,2200.0,5,3
11102,36,M,60.1,178,186,169,51,87.6,1108.0,Cardio,35.0,2000.0,3,1
11103,18,F,40.0,156,196,149,56,47.4,1027.0,Strength,27.6,1900.0,2,1
11104,23,F,64.7,200,184,169,55,87.6,860.0,Strength,32.4,2500.0,5,2
11105,24,M,73.0,161,188,131,60,33.6,864.0,Yoga,27.4,3600.0,2,2
11106,48,F,79.1,163,168,135,53,69.0,1302.0,Yoga,35.0,3300.0,4,1
11107,47,F,82.2,172,174,126,70,69.0,1211.0,Yoga,25.0,3700.0,2,3
11108,54,M,40.0,179,162,162,54,120.0,444.0,Yoga,16.9,2300.0,5,3
11109,33,F,60.7,157,179,135,69,74.4,964.0,HIIT,26.0,2900.0,3,1
11110,50,F,76.4,154,172,133,71,78.0,1311.0,Strength,25.2,2100.0,3,1
11111,49,F,95.6,167,164,134,74,102.6,466.0,Cardio,26.0,1800.0,3,2
11112,25,F,85.1,198,185,148,58,77.4,785.0,Yoga,22.5,3500.0,4,1
11113,34,F,72.9,171,164,122,73,106.8,432.0,HIIT,27.8,1500.0,2,2
11114,30,F,42.2,163,177,134,74,120.0,685.0,Yoga,26.4,3700.0,3,2
11115,49,M,40.0,176,193,124,72,78.0,1196.0,Cardio,11.2,2200.0,4,2
11116,18,M,51.8,158,164,164,51,50.4,1110.0,Cardio,25.8,3500.0,3,3
11117,22,M,64.6,200,196,137,73,51.0,704.0,HIIT,21.4,2500.0,3,3
11118,54,M,55.2,180,168,137,55,120.0,1472.0,HIIT,27.0,3100.0,4,2
11119,49,F,105.3,183,165,150,70,91.8,699.0,Strength,31.4,3700.0,3,1
11120,18,M,74.1,176,170,135,62,74.4,1214.0,Cardio,13.7,2500.0,3,2
11121,46,F,40.0,175,170,142,63,57.6,919.0,Cardio,22.3,2400.0,4,2
11122,18,M,91.1,176,197,162,59,91.2,1362.0,Cardio,28.8,3400.0,3,1
11123,21,F,49.2,164,177,164,53,34.8,1114.0,HIIT,23.3,2900.0,3,1
11124,48,F,40.0,177,180,127,54,88.8,1460.0,HIIT,27.2,2400.0,5,3
11125,48,F,60.0,192,165,140,72,120.0,1751.0,HIIT,11.1,1500.0,2,2
11126,21,M,56.1,154,182,168,52,80.4,1083.0,Strength,33.1,2500.0,4,2
11127,51,F,46.2,173,192,169,62,93.0,1389.0,Cardio,32.8,1700.0,0,3
11128,36,M,68.2,191,188,131,69,120.0,1162.0,Strength,33.1,1500.0,3,3
11129,44,M,56.1,168,191,152,69,108.0,1223.0,Strength,15.4,2600.0,4,2
11130,51,M,65.8,162,191,169,74,81.6,1073.0,HIIT,28.2,3500.0,2,0
11131,45,M,59.5,161,194,121,55,78.0,741.0,Cardio,24.5,2000.0,4,3
11132,58,M,73.5,193,175,169,61,87.0,1019.0,HIIT,14.0,2700.0,2,2
11133,21,M,54.7,156,191,157,55,67.8,682.0,Cardio,25.2,1500.0,4,2
11134,18,F,52.1,173,183,135,74,84.0,1141.0,Cardio,23.9,3100.0,3,1
11135,20,F,104.3,179,197,158,72,78.0,933.0,Strength,23.4,3200.0,2,3
11136,39,F,65.3,161,187,141,74,101.4,1783.0,HIIT,30.3,3400.0,3,3
11137,52,M,47.8,179,168,144,68,57.0,715.0,Cardio,27.3,2400.0,5,3
11138,18,F,51.1,183,180,130,57,63.0,939.0,Strength,17.0,3000.0,3,2
11139,34,M,62.5,187,185,167,73,57.6,1353.0,Cardio,29.6,2300.0,4,1
11140,59,F,57.4,156,190,156,72,69.0,813.0,Cardio,18.5,2700.0,3,2
11141,37,M,108.7,155,163,122,68,71.4,1104.0,Strength,26.9,1600.0,4,2
11142,41,F,40.0,160,164,143,73,91.2,727.0,Yoga,23.5,3400.0,5,2
11143,53,F,65.2,172,196,152,50,112.2,1073.0,Cardio,24.8,3700.0,0,1
11144,23,M,90.0,158,172,164,60,46.8,682.0,Strength,25.0,3200.0,4,1
11145,28,F,91.6,168,191,128,59,40.8,1783.0,Yoga,19.1,2600.0,2,2
11146,48,F,84.1,169,187,136,56,100.8,758.0,Strength,22.2,2300.0,3,3
11147,43,F,57.8,157,190,142,56,83.4,698.0,Strength,21.3,1600.0,4,1
11148,55,F,100.0,163,183,155,74,120.0,1256.0,Cardio,10.5,2400.0,3,2
11149,30,F,61.9,155,181,150,72,115.8,1117.0,HIIT,27.1,3600.0,3,2
11150,19,M,58.6,164,187,135,66,70.8,1564.0,Yoga,10.0,3400.0,3,2
11612,33,F,40.0,179,194,162,60,83.4,1012.0,Cardio,23.7,2800.0,4,0
11151,21,M,80.8,180,195,137,64,66.0,1285.0,Cardio,29.8,2700.0,3,3
11152,21,F,42.7,181,166,139,71,85.2,1044.0,Cardio,26.0,3200.0,3,3
11153,29,M,60.9,186,191,152,60,107.4,1108.0,Strength,31.5,1500.0,4,3
11154,40,M,78.8,170,176,169,63,106.8,1179.0,Strength,21.1,1900.0,2,1
11155,37,F,85.3,169,162,136,71,89.4,859.0,HIIT,22.8,3400.0,4,2
11156,47,F,84.8,158,180,157,54,49.8,940.0,Cardio,26.3,1900.0,5,2
11157,43,M,57.4,169,166,143,66,68.4,775.0,Strength,23.7,3300.0,3,1
11158,33,M,40.0,181,189,157,71,79.2,1298.0,HIIT,20.1,3400.0,2,3
11159,33,F,129.9,156,189,138,73,120.0,993.0,Strength,34.0,2300.0,3,2
11160,50,M,55.0,150,177,120,69,64.2,715.0,Yoga,27.2,1700.0,4,2
11161,18,M,41.6,194,168,153,57,51.6,1068.0,Strength,25.0,3100.0,4,1
11162,43,M,56.9,168,161,154,61,120.0,742.0,Strength,26.5,2000.0,3,1
11163,20,F,84.8,174,165,151,59,89.4,717.0,HIIT,24.9,3400.0,4,3
11164,24,F,96.9,188,181,166,72,81.6,1220.0,Cardio,15.8,3700.0,3,2
11165,24,M,81.2,156,182,166,66,97.2,1148.0,Yoga,25.5,2700.0,4,3
11166,53,F,70.5,190,198,146,69,50.4,766.0,Cardio,31.9,2900.0,5,1
11167,38,M,58.7,172,189,152,58,72.6,1063.0,HIIT,21.2,1600.0,3,1
11168,26,M,62.0,165,199,142,56,96.6,1361.0,HIIT,35.0,3500.0,2,3
11169,18,M,100.6,174,179,138,68,72.0,1261.0,Cardio,23.2,3500.0,2,2
11170,33,F,63.0,171,189,126,57,74.4,1175.0,Strength,25.6,3200.0,3,1
11171,45,M,52.7,182,172,129,69,37.2,1783.0,Yoga,22.9,3200.0,3,1
11172,29,M,79.4,171,186,124,74,120.0,877.0,Yoga,29.6,1500.0,3,2
11173,57,F,57.6,186,169,120,73,119.4,929.0,HIIT,22.9,2400.0,0,2
11174,37,M,108.5,197,192,120,74,120.0,1091.0,Cardio,27.2,1500.0,2,1
11175,34,F,73.9,175,192,165,74,98.4,816.0,Cardio,35.0,1500.0,3,2
11176,57,M,67.9,178,187,163,59,120.0,1168.0,Yoga,23.9,3700.0,3,2
11177,36,M,72.8,163,184,130,68,86.4,669.0,HIIT,25.1,1700.0,3,3
11178,34,F,57.6,170,167,141,68,52.8,710.0,Cardio,14.7,1500.0,3,2
11179,48,F,49.3,174,179,142,74,78.6,723.0,HIIT,19.2,3500.0,4,3
11180,18,M,41.6,185,181,169,52,120.0,1130.0,Yoga,14.5,3400.0,5,3
11181,33,M,65.6,187,189,168,56,69.6,1437.0,Yoga,16.3,3500.0,2,1
11182,43,F,73.6,179,170,169,72,69.6,1408.0,Strength,17.4,1500.0,4,1
11183,49,F,56.0,160,183,169,66,58.8,1263.0,Strength,27.9,1700.0,5,1
11184,48,F,40.0,166,189,120,74,81.6,614.0,Cardio,14.8,2100.0,3,1
11185,44,F,88.2,188,192,169,51,120.0,1783.0,HIIT,28.5,1900.0,4,2
11186,27,F,55.8,167,192,167,74,120.0,642.0,Yoga,28.8,3400.0,3,2
11187,41,M,73.2,175,190,137,58,74.4,1048.0,Strength,30.4,3400.0,2,3
11188,44,M,40.0,172,179,124,74,51.0,1043.0,Cardio,22.8,2100.0,5,3
11189,54,M,58.5,196,185,133,60,120.0,1131.0,Yoga,13.1,2500.0,3,1
11190,45,F,57.5,155,190,123,54,79.8,893.0,HIIT,28.8,3300.0,3,1
11191,24,F,55.6,173,175,120,71,65.4,775.0,Yoga,17.2,3000.0,4,2
11192,32,F,42.4,179,176,135,56,97.8,843.0,Yoga,27.1,1500.0,2,2
11193,33,F,77.0,169,191,154,58,69.6,1187.0,Cardio,29.1,3200.0,4,2
11194,28,F,74.7,169,163,158,58,82.2,854.0,HIIT,14.0,3400.0,4,2
11195,59,M,65.1,168,161,144,62,120.0,1050.0,Strength,26.1,2000.0,5,3
11196,21,F,40.0,180,176,122,73,82.2,1171.0,HIIT,10.0,3700.0,3,1
11197,23,M,64.3,158,160,123,62,61.2,1360.0,Strength,22.0,3400.0,4,1
11198,20,F,43.6,160,165,141,60,82.2,1783.0,Strength,16.9,1500.0,4,1
11199,21,M,100.4,162,188,128,73,84.0,614.0,Strength,29.3,3300.0,2,1
11200,48,F,73.8,188,191,151,59,112.8,1783.0,Cardio,19.2,2000.0,4,1
11201,23,M,52.3,174,184,122,65,82.8,915.0,Yoga,10.0,3500.0,4,1
11202,51,M,57.3,171,188,169,50,65.4,1375.0,Strength,28.1,3600.0,2,3
11203,20,M,92.8,200,195,154,58,86.4,676.0,Yoga,24.3,1500.0,4,2
11204,18,M,56.2,175,164,127,57,87.0,952.0,Strength,29.6,3500.0,4,3
11205,24,F,65.3,174,178,168,63,67.2,984.0,HIIT,25.6,3300.0,4,2
11206,37,M,60.2,176,194,169,72,102.0,1114.0,Yoga,31.4,1800.0,4,2
11207,54,F,56.6,167,199,123,60,65.4,962.0,Strength,25.0,3100.0,5,2
11208,34,M,63.8,180,192,129,54,115.2,1229.0,Cardio,13.8,3100.0,4,2
11209,42,F,58.4,170,164,156,50,85.8,1427.0,Strength,23.6,2500.0,0,1
11210,43,F,43.9,182,173,164,72,96.6,567.0,HIIT,16.3,3200.0,3,1
11211,24,M,46.0,171,175,126,59,70.8,1725.0,Strength,26.1,1500.0,2,1
11212,37,F,58.0,189,182,163,72,83.4,1156.0,Yoga,26.0,3400.0,5,2
11213,55,F,91.1,185,190,149,74,89.4,649.0,Strength,31.8,3000.0,3,1
11214,43,F,40.0,155,172,159,59,76.8,1480.0,Yoga,19.9,3000.0,3,3
11215,49,F,40.0,189,192,168,50,90.6,837.0,Strength,29.4,3500.0,3,1
11216,27,F,96.8,173,174,136,71,114.6,887.0,Strength,31.7,2600.0,3,2
11217,20,M,43.5,152,189,146,63,120.0,1213.0,Strength,24.3,2500.0,4,2
11218,55,M,54.2,162,197,127,56,70.8,335.0,Strength,28.3,2400.0,2,1
11219,34,M,59.8,177,186,151,55,58.2,792.0,Yoga,23.0,2100.0,3,2
11220,18,F,52.2,175,171,165,72,87.0,570.0,Strength,26.1,3400.0,4,1
11221,40,M,45.4,184,167,156,50,67.8,771.0,Cardio,11.5,3500.0,4,2
11222,28,F,62.1,168,191,130,74,51.0,1098.0,Strength,13.9,2800.0,4,2
11223,26,M,72.8,157,196,138,61,62.4,1382.0,Strength,29.8,3400.0,2,3
11224,27,F,73.5,192,168,155,50,70.8,1048.0,Strength,14.2,3400.0,5,2
11225,22,M,78.4,166,182,168,70,100.2,495.0,Strength,10.0,2500.0,3,0
11226,51,F,87.1,177,185,126,60,87.6,990.0,Cardio,21.1,3400.0,2,1
11227,45,M,76.3,167,177,168,50,84.6,1013.0,Cardio,11.6,3100.0,3,3
11228,33,F,75.5,185,181,147,59,73.2,1267.0,HIIT,21.8,2800.0,3,2
11229,44,F,49.3,155,193,168,72,88.8,918.0,Cardio,21.5,3600.0,5,1
11230,56,F,92.0,186,184,167,71,93.6,999.0,Cardio,24.2,2100.0,5,3
11231,46,M,92.6,176,197,144,74,57.6,1291.0,HIIT,13.8,3300.0,2,2
11232,23,M,83.0,174,160,120,72,81.0,1628.0,Yoga,21.0,3300.0,5,2
11233,21,F,78.5,180,179,169,59,98.4,683.0,Yoga,23.9,2700.0,4,1
11234,56,F,56.2,169,198,155,74,98.4,1486.0,Cardio,24.4,1800.0,2,1
11235,58,M,87.4,164,188,148,57,33.6,1249.0,Strength,10.0,3500.0,3,3
